node_id,text
741,"The world is grown so bad, that wrens make prey where eagles dare not perch."
742,How bitter a thing it is to look into happiness through another man's eyes!
743,"To be, or not to be: that is the question."
744,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
745,"I will speak daggers to her, but use none."
746,The king's name is a tower of strength.
747,"The world is grown so bad, that wrens make prey where eagles dare not perch."
748,"The fool doth think he is wise, but the wise man knows himself to be a fool."
749,A horse! a horse! my kingdom for a horse!.
750,Now is the winter of our discontent.
751,"O Romeo, Romeo! wherefore art thou Romeo?."
752,The king's name is a tower of strength.
753,Rich gifts wax poor when givers prove unkind.
754,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
755,Off with his head!
756,Not stepping o'er the bounds of modesty.
757,Can one desire too much of a good thing?.
758,I like this place and willingly could waste my time in it.
759,"O Romeo, Romeo! wherefore art thou Romeo?."
760,The king's name is a tower of strength.
761,"So wise so young, they say, do never live long."
762,Rich gifts wax poor when givers prove unkind.
763,"An honest tale speeds best, being plainly told."
764,Tempt not a desperate man.
765,How bitter a thing it is to look into happiness through another man's eyes!
766,"When sorrows come, they come not single spies, but in battalions."
767,A horse! a horse! my kingdom for a horse!.
768,"It is the east, and Juliet is the sun."
769,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
770,Off with his head!
771,Off with his head!
772,A horse! a horse! my kingdom for a horse!.
773,For ever and a day.
774,I like this place and willingly could waste my time in it.
775,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
776,"The world is grown so bad, that wrens make prey where eagles dare not perch."
777,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
778,Wisely and slow; they stumble that run fast.
779,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
780,The king's name is a tower of strength.
781,"So wise so young, they say, do never live long."
782,For you and I are past our dancing days.
783,I like this place and willingly could waste my time in it.
784,"There is nothing either good or bad, but thinking makes it so."
785,A horse! a horse! my kingdom for a horse!.
786,I like this place and willingly could waste my time in it.
787,"The world is grown so bad, that wrens make prey where eagles dare not perch."
788,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
789,"There is nothing either good or bad, but thinking makes it so."
790,"O Romeo, Romeo! wherefore art thou Romeo?."
791,Can one desire too much of a good thing?.
792,A horse! a horse! my kingdom for a horse!.
793,Do you think I am easier to be played on than a pipe?
794,Rich gifts wax poor when givers prove unkind.
795,A horse! a horse! my kingdom for a horse!.
796,"A little more than kin, and less than kind."
797,Not stepping o'er the bounds of modesty.
798,In my mind's eye.
799,"O Romeo, Romeo! wherefore art thou Romeo?."
800,Wisely and slow; they stumble that run fast.
801,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
802,"A little more than kin, and less than kind."
803,"The world is grown so bad, that wrens make prey where eagles dare not perch."
804,The king's name is a tower of strength.
805,"To be, or not to be: that is the question."
806,In my mind's eye.
807,Can one desire too much of a good thing?.
808,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
809,True is it that we have seen better days.
810,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
811,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
812,What's in a name? That which we call a rose by any other name would smell as sweet.
813,True is it that we have seen better days.
814,"The world is grown so bad, that wrens make prey where eagles dare not perch."
815,Not stepping o'er the bounds of modesty.
816,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
817,"I will speak daggers to her, but use none."
818,"To be, or not to be: that is the question."
819,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
820,Off with his head!
821,Tempt not a desperate man.
822,"And it must follow, as the night the day, thou canst not then be false to any man."
823,A horse! a horse! my kingdom for a horse!.
824,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
825,Now is the winter of our discontent.
826,"O Romeo, Romeo! wherefore art thou Romeo?."
827,For ever and a day.
828,Not stepping o'er the bounds of modesty.
829,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
830,How bitter a thing it is to look into happiness through another man's eyes!
831,"The world is grown so bad, that wrens make prey where eagles dare not perch."
832,I like this place and willingly could waste my time in it.
833,Rich gifts wax poor when givers prove unkind.
834,Off with his head!
835,That it should come to this!.
836,Now is the winter of our discontent.
837,"It is the east, and Juliet is the sun."
838,Can one desire too much of a good thing?.
839,True is it that we have seen better days.
840,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
841,For ever and a day.
842,How bitter a thing it is to look into happiness through another man's eyes!
843,For ever and a day.
844,Not stepping o'er the bounds of modesty.
845,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
846,"A little more than kin, and less than kind."
847,"An honest tale speeds best, being plainly told."
848,That it should come to this!.
849,Off with his head!
850,Can one desire too much of a good thing?.
851,That it should come to this!.
852,Wisely and slow; they stumble that run fast.
853,"The fool doth think he is wise, but the wise man knows himself to be a fool."
854,For ever and a day.
855,For ever and a day.
856,The king's name is a tower of strength.
857,A horse! a horse! my kingdom for a horse!.
858,Rich gifts wax poor when givers prove unkind.
859,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
860,"It is the east, and Juliet is the sun."
861,Now is the winter of our discontent.
862,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
863,Can one desire too much of a good thing?.
864,What's in a name? That which we call a rose by any other name would smell as sweet.
865,"It is the east, and Juliet is the sun."
866,The king's name is a tower of strength.
867,Do you think I am easier to be played on than a pipe?
868,"When sorrows come, they come not single spies, but in battalions."
869,"An honest tale speeds best, being plainly told."
870,I like this place and willingly could waste my time in it.
871,Not stepping o'er the bounds of modesty.
872,True is it that we have seen better days.
873,"The world is grown so bad, that wrens make prey where eagles dare not perch."
874,Can one desire too much of a good thing?.
875,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
876,I like this place and willingly could waste my time in it.
877,What's in a name? That which we call a rose by any other name would smell as sweet.
878,"Though this be madness, yet there is method in 't."
879,For you and I are past our dancing days.
880,"So wise so young, they say, do never live long."
881,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
882,How bitter a thing it is to look into happiness through another man's eyes!
883,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
884,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
885,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
886,"A little more than kin, and less than kind."
887,Can one desire too much of a good thing?.
888,O! she doth teach the torches to burn bright.
889,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
890,O! she doth teach the torches to burn bright.
891,I like this place and willingly could waste my time in it.
892,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
893,"The fool doth think he is wise, but the wise man knows himself to be a fool."
894,"An honest tale speeds best, being plainly told."
895,O! she doth teach the torches to burn bright.
896,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
897,I like this place and willingly could waste my time in it.
898,I like this place and willingly could waste my time in it.
899,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
900,"The fool doth think he is wise, but the wise man knows himself to be a fool."
901,"When sorrows come, they come not single spies, but in battalions."
902,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
903,How bitter a thing it is to look into happiness through another man's eyes!
904,Brevity is the soul of wit.
905,What's in a name? That which we call a rose by any other name would smell as sweet.
906,Do you think I am easier to be played on than a pipe?
907,Now is the winter of our discontent.
908,"When sorrows come, they come not single spies, but in battalions."
909,Rich gifts wax poor when givers prove unkind.
910,How bitter a thing it is to look into happiness through another man's eyes!
911,"The lady doth protest too much, methinks."
912,Can one desire too much of a good thing?.
913,Not stepping o'er the bounds of modesty.
914,Off with his head!
915,The king's name is a tower of strength.
916,"To be, or not to be: that is the question."
917,True is it that we have seen better days.
918,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
919,Wisely and slow; they stumble that run fast.
920,"I will speak daggers to her, but use none."
921,In my mind's eye.
922,That it should come to this!.
923,I like this place and willingly could waste my time in it.
924,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
925,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
926,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
927,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
928,"To be, or not to be: that is the question."
929,The king's name is a tower of strength.
930,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
931,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
932,"An honest tale speeds best, being plainly told."
933,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
934,"The world is grown so bad, that wrens make prey where eagles dare not perch."
935,Now is the winter of our discontent.
936,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
937,Wisely and slow; they stumble that run fast.
938,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
939,Not stepping o'er the bounds of modesty.
940,Wisely and slow; they stumble that run fast.
941,The king's name is a tower of strength.
942,"Though this be madness, yet there is method in 't."
943,"An honest tale speeds best, being plainly told."
944,What's in a name? That which we call a rose by any other name would smell as sweet.
945,Off with his head!
946,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
947,Can one desire too much of a good thing?.
948,How bitter a thing it is to look into happiness through another man's eyes!
949,"And it must follow, as the night the day, thou canst not then be false to any man."
950,"A little more than kin, and less than kind."
951,"Though this be madness, yet there is method in 't."
952,What's in a name? That which we call a rose by any other name would smell as sweet.
953,I like this place and willingly could waste my time in it.
954,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
955,"The fool doth think he is wise, but the wise man knows himself to be a fool."
956,"So wise so young, they say, do never live long."
957,This above all: to thine own self be true.
958,"And it must follow, as the night the day, thou canst not then be false to any man."
959,Now is the winter of our discontent.
960,How bitter a thing it is to look into happiness through another man's eyes!
961,"An honest tale speeds best, being plainly told."
962,Tempt not a desperate man.
963,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
964,Do you think I am easier to be played on than a pipe?
965,Brevity is the soul of wit.
966,"I will speak daggers to her, but use none."
967,"And it must follow, as the night the day, thou canst not then be false to any man."
968,The play 's the thing wherein I'll catch the conscience of the king.
969,True is it that we have seen better days.
970,A horse! a horse! my kingdom for a horse!.
971,That it should come to this!.
972,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
973,For ever and a day.
974,Can one desire too much of a good thing?.
975,How bitter a thing it is to look into happiness through another man's eyes!
976,Can one desire too much of a good thing?.
977,Now is the winter of our discontent.
978,"So wise so young, they say, do never live long."
979,"An honest tale speeds best, being plainly told."
980,Tempt not a desperate man.
981,"The lady doth protest too much, methinks."
982,Now is the winter of our discontent.
983,"So wise so young, they say, do never live long."
984,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
985,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
986,Now is the winter of our discontent.
987,Off with his head!
988,Off with his head!
989,"And it must follow, as the night the day, thou canst not then be false to any man."
990,Can one desire too much of a good thing?.
991,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
992,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
993,The play 's the thing wherein I'll catch the conscience of the king.
994,"It is the east, and Juliet is the sun."
995,For ever and a day.
996,"A little more than kin, and less than kind."
997,"O Romeo, Romeo! wherefore art thou Romeo?."
998,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
999,Can one desire too much of a good thing?.
1000,Now is the winter of our discontent.
1001,"It is the east, and Juliet is the sun."
1002,How bitter a thing it is to look into happiness through another man's eyes!
1003,A horse! a horse! my kingdom for a horse!.
1004,For ever and a day.
1005,"So wise so young, they say, do never live long."
1006,O! she doth teach the torches to burn bright.
1007,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1008,For ever and a day.
1009,How bitter a thing it is to look into happiness through another man's eyes!
1010,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1011,"The lady doth protest too much, methinks."
1012,"So wise so young, they say, do never live long."
1013,Brevity is the soul of wit.
1014,I like this place and willingly could waste my time in it.
1015,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1016,Tempt not a desperate man.
1017,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1018,The king's name is a tower of strength.
1019,"A little more than kin, and less than kind."
1020,"Though this be madness, yet there is method in 't."
1021,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1022,Do you think I am easier to be played on than a pipe?
1023,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1024,"When sorrows come, they come not single spies, but in battalions."
1025,This above all: to thine own self be true.
1026,For you and I are past our dancing days.
1027,For ever and a day.
1028,O! she doth teach the torches to burn bright.
1029,Tempt not a desperate man.
1030,"It is the east, and Juliet is the sun."
1031,"An honest tale speeds best, being plainly told."
1032,O! she doth teach the torches to burn bright.
1033,Brevity is the soul of wit.
1034,Not stepping o'er the bounds of modesty.
1035,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1036,"The lady doth protest too much, methinks."
1037,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1038,O! she doth teach the torches to burn bright.
1039,True is it that we have seen better days.
1040,"O Romeo, Romeo! wherefore art thou Romeo?."
1041,What's in a name? That which we call a rose by any other name would smell as sweet.
1042,"And it must follow, as the night the day, thou canst not then be false to any man."
1043,What's in a name? That which we call a rose by any other name would smell as sweet.
1044,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1045,"And it must follow, as the night the day, thou canst not then be false to any man."
1046,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1047,"An honest tale speeds best, being plainly told."
1048,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1049,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1050,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1051,"And it must follow, as the night the day, thou canst not then be false to any man."
1052,Tempt not a desperate man.
1053,Off with his head!
1054,A horse! a horse! my kingdom for a horse!.
1055,Now is the winter of our discontent.
1056,"To be, or not to be: that is the question."
1057,"When sorrows come, they come not single spies, but in battalions."
1058,In my mind's eye.
1059,In my mind's eye.
1060,"A little more than kin, and less than kind."
1061,Now is the winter of our discontent.
1062,Rich gifts wax poor when givers prove unkind.
1063,Rich gifts wax poor when givers prove unkind.
1064,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1065,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1066,For you and I are past our dancing days.
1067,"The lady doth protest too much, methinks."
1068,For you and I are past our dancing days.
1069,True is it that we have seen better days.
1070,"So wise so young, they say, do never live long."
1071,Tempt not a desperate man.
1072,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1073,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1074,Can one desire too much of a good thing?.
1075,"It is the east, and Juliet is the sun."
1076,For ever and a day.
1077,How bitter a thing it is to look into happiness through another man's eyes!
1078,How bitter a thing it is to look into happiness through another man's eyes!
1079,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1080,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1081,Off with his head!
1082,This above all: to thine own self be true.
1083,For you and I are past our dancing days.
1084,True is it that we have seen better days.
1085,Wisely and slow; they stumble that run fast.
1086,"O Romeo, Romeo! wherefore art thou Romeo?."
1087,A horse! a horse! my kingdom for a horse!.
1088,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1089,Wisely and slow; they stumble that run fast.
1090,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1091,How bitter a thing it is to look into happiness through another man's eyes!
1092,The king's name is a tower of strength.
1093,"It is the east, and Juliet is the sun."
1094,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1095,Off with his head!
1096,"O Romeo, Romeo! wherefore art thou Romeo?."
1097,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1098,True is it that we have seen better days.
1099,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1100,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1101,O! she doth teach the torches to burn bright.
1102,Now is the winter of our discontent.
1103,"An honest tale speeds best, being plainly told."
1104,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1105,Now is the winter of our discontent.
1106,Brevity is the soul of wit.
1107,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1108,The king's name is a tower of strength.
1109,I like this place and willingly could waste my time in it.
1110,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1111,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1112,The play 's the thing wherein I'll catch the conscience of the king.
1113,Now is the winter of our discontent.
1114,A horse! a horse! my kingdom for a horse!.
1115,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1116,Not stepping o'er the bounds of modesty.
1117,Tempt not a desperate man.
1118,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1119,The king's name is a tower of strength.
1120,The king's name is a tower of strength.
1121,What's in a name? That which we call a rose by any other name would smell as sweet.
1122,Tempt not a desperate man.
1123,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1124,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1125,"Though this be madness, yet there is method in 't."
1126,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1127,For ever and a day.
1128,"O Romeo, Romeo! wherefore art thou Romeo?."
1129,I like this place and willingly could waste my time in it.
1130,Wisely and slow; they stumble that run fast.
1131,Brevity is the soul of wit.
1132,"Though this be madness, yet there is method in 't."
1133,"And it must follow, as the night the day, thou canst not then be false to any man."
1134,For you and I are past our dancing days.
1135,How bitter a thing it is to look into happiness through another man's eyes!
1136,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1137,Wisely and slow; they stumble that run fast.
1138,Rich gifts wax poor when givers prove unkind.
1139,Do you think I am easier to be played on than a pipe?
1140,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1141,"O Romeo, Romeo! wherefore art thou Romeo?."
1142,Rich gifts wax poor when givers prove unkind.
1143,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1144,For you and I are past our dancing days.
1145,O! she doth teach the torches to burn bright.
1146,True is it that we have seen better days.
1147,I like this place and willingly could waste my time in it.
1148,Brevity is the soul of wit.
1149,"I will speak daggers to her, but use none."
1150,Not stepping o'er the bounds of modesty.
1151,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1152,Do you think I am easier to be played on than a pipe?
1153,Can one desire too much of a good thing?.
1154,I like this place and willingly could waste my time in it.
1155,For ever and a day.
1156,"An honest tale speeds best, being plainly told."
1157,Can one desire too much of a good thing?.
1158,Tempt not a desperate man.
1159,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1160,"There is nothing either good or bad, but thinking makes it so."
1161,Can one desire too much of a good thing?.
1162,For you and I are past our dancing days.
1163,The king's name is a tower of strength.
1164,Do you think I am easier to be played on than a pipe?
1165,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1166,This above all: to thine own self be true.
1167,Rich gifts wax poor when givers prove unkind.
1168,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1169,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1170,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1171,Rich gifts wax poor when givers prove unkind.
1172,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1173,Now is the winter of our discontent.
1174,Not stepping o'er the bounds of modesty.
1175,Wisely and slow; they stumble that run fast.
1176,How bitter a thing it is to look into happiness through another man's eyes!
1177,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1178,This above all: to thine own self be true.
1179,Now is the winter of our discontent.
1180,For ever and a day.
1181,A horse! a horse! my kingdom for a horse!.
1182,"It is the east, and Juliet is the sun."
1183,O! she doth teach the torches to burn bright.
1184,"Though this be madness, yet there is method in 't."
1185,Tempt not a desperate man.
1186,How bitter a thing it is to look into happiness through another man's eyes!
1187,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1188,I like this place and willingly could waste my time in it.
1189,For ever and a day.
1190,"And it must follow, as the night the day, thou canst not then be false to any man."
1191,The king's name is a tower of strength.
1192,"The lady doth protest too much, methinks."
1193,"An honest tale speeds best, being plainly told."
1194,"And it must follow, as the night the day, thou canst not then be false to any man."
1195,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1196,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1197,The play 's the thing wherein I'll catch the conscience of the king.
1198,For ever and a day.
1199,"O Romeo, Romeo! wherefore art thou Romeo?."
1200,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1201,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1202,A horse! a horse! my kingdom for a horse!.
1203,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1204,A horse! a horse! my kingdom for a horse!.
1205,"The lady doth protest too much, methinks."
1206,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1207,Off with his head!
1208,"So wise so young, they say, do never live long."
1209,I like this place and willingly could waste my time in it.
1210,Can one desire too much of a good thing?.
1211,"O Romeo, Romeo! wherefore art thou Romeo?."
1212,"An honest tale speeds best, being plainly told."
1213,"I will speak daggers to her, but use none."
1214,A horse! a horse! my kingdom for a horse!.
1215,Off with his head!
1216,"The lady doth protest too much, methinks."
1217,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1218,Can one desire too much of a good thing?.
1219,That it should come to this!.
1220,The king's name is a tower of strength.
1221,In my mind's eye.
1222,"Though this be madness, yet there is method in 't."
1223,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1224,Rich gifts wax poor when givers prove unkind.
1225,"It is the east, and Juliet is the sun."
1226,Do you think I am easier to be played on than a pipe?
1227,True is it that we have seen better days.
1228,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1229,"Though this be madness, yet there is method in 't."
1230,"To be, or not to be: that is the question."
1231,This above all: to thine own self be true.
1232,"To be, or not to be: that is the question."
1233,How bitter a thing it is to look into happiness through another man's eyes!
1234,A horse! a horse! my kingdom for a horse!.
1235,Off with his head!
1236,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1237,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1238,"An honest tale speeds best, being plainly told."
1239,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1240,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1241,I like this place and willingly could waste my time in it.
1242,Now is the winter of our discontent.
1243,"It is the east, and Juliet is the sun."
1244,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1245,A horse! a horse! my kingdom for a horse!.
1246,Now is the winter of our discontent.
1247,"It is the east, and Juliet is the sun."
1248,Not stepping o'er the bounds of modesty.
1249,How bitter a thing it is to look into happiness through another man's eyes!
1250,For you and I are past our dancing days.
1251,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1252,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1253,The play 's the thing wherein I'll catch the conscience of the king.
1254,"And it must follow, as the night the day, thou canst not then be false to any man."
1255,"It is the east, and Juliet is the sun."
1256,Rich gifts wax poor when givers prove unkind.
1257,How bitter a thing it is to look into happiness through another man's eyes!
1258,What's in a name? That which we call a rose by any other name would smell as sweet.
1259,True is it that we have seen better days.
1260,Do you think I am easier to be played on than a pipe?
1261,"And it must follow, as the night the day, thou canst not then be false to any man."
1262,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1263,"A little more than kin, and less than kind."
1264,What's in a name? That which we call a rose by any other name would smell as sweet.
1265,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1266,The play 's the thing wherein I'll catch the conscience of the king.
1267,The king's name is a tower of strength.
1268,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1269,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1270,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1271,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1272,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1273,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1274,Brevity is the soul of wit.
1275,"An honest tale speeds best, being plainly told."
1276,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1277,Now is the winter of our discontent.
1278,For ever and a day.
1279,"It is the east, and Juliet is the sun."
1280,"So wise so young, they say, do never live long."
1281,O! she doth teach the torches to burn bright.
1282,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1283,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1284,This above all: to thine own self be true.
1285,Do you think I am easier to be played on than a pipe?
1286,"The lady doth protest too much, methinks."
1287,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1288,Can one desire too much of a good thing?.
1289,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1290,The king's name is a tower of strength.
1291,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1292,Tempt not a desperate man.
1293,Can one desire too much of a good thing?.
1294,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1295,The king's name is a tower of strength.
1296,"So wise so young, they say, do never live long."
1297,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1298,Now is the winter of our discontent.
1299,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1300,"Though this be madness, yet there is method in 't."
1301,True is it that we have seen better days.
1302,I like this place and willingly could waste my time in it.
1303,How bitter a thing it is to look into happiness through another man's eyes!
1304,"O Romeo, Romeo! wherefore art thou Romeo?."
1305,"There is nothing either good or bad, but thinking makes it so."
1306,In my mind's eye.
1307,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1308,"It is the east, and Juliet is the sun."
1309,How bitter a thing it is to look into happiness through another man's eyes!
1310,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1311,"A little more than kin, and less than kind."
1312,"An honest tale speeds best, being plainly told."
1313,The king's name is a tower of strength.
1314,How bitter a thing it is to look into happiness through another man's eyes!
1315,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
